Date,Open,High,Low,Close,Adj Close,Volume
2021-07-20,26.629999,27.570000,26.370001,27.290001,14.119209,13316700
2021-07-21,27.459999,28.000000,27.250000,27.730000,14.346854,12603000
2021-07-22,27.740000,27.950001,27.389999,27.770000,14.367550,6989400
2021-07-23,27.900000,27.920000,27.270000,27.400000,14.176119,7828900
2021-07-26,27.340000,28.040001,27.299999,27.950001,14.460677,10639300
2021-07-27,27.910000,27.990000,27.530001,27.830000,14.398592,7616200
2021-07-28,28.030001,28.440001,27.690001,28.340000,14.662454,12508600
2021-07-29,28.320000,28.420000,28.000000,28.230000,14.605542,6722500
2021-07-30,28.030001,28.250000,27.480000,27.500000,14.227858,16455300
2021-08-02,27.639999,28.219999,27.240000,27.240000,14.093341,18167000
2021-08-03,27.299999,27.700001,26.660000,27.700001,14.331334,14480700
2021-08-04,27.530001,27.590000,26.440001,26.700001,13.813956,21499300
2021-08-05,29.059999,29.900000,28.540001,29.270000,15.143615,56764100
2021-08-06,29.270000,29.389999,28.799999,29.110001,15.060835,14207700
2021-08-09,28.799999,28.950001,28.350000,28.840000,14.921143,16383300
2021-08-10,29.049999,29.490000,28.830000,28.850000,14.926316,13708300
2021-08-11,28.809999,29.600000,28.610001,29.299999,15.159136,13417700
2021-08-12,29.410000,29.750000,29.160000,29.459999,15.241918,14101100
2021-08-13,29.469999,30.049999,29.370001,29.920000,15.479910,14005900
2021-08-16,29.780001,29.780001,28.930000,29.350000,15.185006,14341000
2021-08-17,27.410000,28.450001,27.340000,27.750000,15.190432,20573000
2021-08-18,27.830000,28.080000,27.389999,27.420000,15.009789,15096100
2021-08-19,27.010000,27.420000,26.850000,27.160000,14.867465,13268300
2021-08-20,27.000000,27.160000,26.610001,27.150000,14.861988,12420500
2021-08-23,27.520000,28.070000,27.299999,28.059999,15.360126,21931900
2021-08-24,28.230000,28.379999,28.049999,28.379999,15.535295,9774200
2021-08-25,28.299999,28.469999,28.100000,28.450001,15.573614,9107100
2021-08-26,28.170000,28.650000,28.160000,28.219999,15.447711,17813300
2021-08-27,28.410000,29.110001,28.370001,29.080000,15.918476,10210800
2021-08-30,28.879999,29.260000,28.660000,28.719999,15.721411,15703900
2021-08-31,28.709999,28.780001,27.730000,27.920000,15.283489,30637100
2021-09-01,28.100000,28.120001,27.110001,27.770000,15.201381,18159400
2021-09-02,27.600000,28.240000,27.290001,27.290001,14.938627,15610800
2021-09-03,27.370001,27.469999,26.980000,27.299999,14.944099,34286600
2021-09-06,27.160000,27.580000,27.030001,27.370001,14.982419,7621100
2021-09-08,27.240000,27.260000,25.770000,25.850000,14.150366,26766100
2021-09-09,26.180000,26.540001,25.080000,26.090000,14.281742,40726600
2021-09-10,26.650000,26.750000,26.030001,26.070000,14.270794,16917300
2021-09-13,26.639999,27.070000,26.330000,26.879999,14.714190,8394200
2021-09-14,26.549999,26.879999,26.370001,26.680000,14.604710,12296700
2021-09-15,26.750000,27.299999,26.620001,26.969999,14.763454,12428700
2021-09-16,26.870001,26.940001,26.240000,26.719999,14.626606,9982400
2021-09-17,26.610001,26.700001,25.500000,25.500000,13.958774,31723100
2021-09-20,24.840000,25.240000,24.500000,25.230000,13.810975,20098700
2021-09-21,25.480000,25.840000,25.160000,25.629999,14.029935,11818300
2021-09-22,25.940001,26.740000,25.940001,26.459999,14.484281,12562500
2021-09-23,26.459999,27.559999,26.459999,27.559999,15.086424,14710700
2021-09-24,27.350000,27.840000,27.150000,27.559999,15.086424,12849300
2021-09-27,27.690001,28.379999,27.350000,27.990000,15.321807,19582400
2021-09-28,27.940001,28.830000,27.610001,27.750000,15.190432,16663600
2021-09-29,28.010000,28.389999,27.549999,28.170000,15.420340,27541000
2021-09-30,28.330000,28.420000,27.889999,28.150000,15.409390,19250400
2021-10-01,27.990000,28.770000,27.889999,28.680000,15.699515,10554300
2021-10-04,28.410000,29.440001,28.379999,29.379999,16.082699,20216400
2021-10-05,29.500000,30.129999,29.490000,29.870001,16.350925,15317400
2021-10-06,29.570000,29.750000,29.000000,29.139999,15.951320,14920700
2021-10-07,29.110001,29.500000,28.770000,29.200001,15.984165,11538500
2021-10-08,29.450001,30.230000,29.379999,29.790001,16.307133,17070200
2021-10-11,30.150000,30.500000,29.700001,29.770000,16.296185,14617900
2021-10-13,29.650000,30.480000,29.540001,30.299999,16.586308,17118700
2021-10-14,30.379999,30.889999,30.040001,30.250000,16.558939,15841300
2021-10-15,30.209999,30.379999,30.000000,30.160000,16.509670,10692300
2021-10-18,29.900000,30.450001,29.610001,30.200001,16.531569,13503600
2021-10-19,29.799999,29.990000,28.700001,28.879999,15.808996,28178500
2021-10-20,29.090000,29.740000,28.799999,29.500000,16.148386,17058200
2021-10-21,28.790001,29.180000,27.920000,28.459999,15.579086,33786700
2021-10-22,28.100000,28.360001,26.820000,27.900000,15.272542,43723800
2021-10-25,28.410000,29.770000,28.360001,29.610001,16.208601,38562900
2021-10-26,29.200001,29.879999,29.110001,29.270000,16.022482,15450300
2021-10-27,29.400000,29.600000,29.070000,29.309999,16.044378,16128000
2021-10-28,29.030001,29.750000,28.809999,29.590000,16.197651,20121300
2021-10-29,29.400000,29.400000,27.459999,27.670000,15.146639,33651200
2021-11-01,28.230000,29.090000,28.090000,28.700001,15.710463,33225700
2021-11-03,28.350000,28.480000,27.480000,27.480000,15.042632,20517700
2021-11-04,27.650000,27.799999,26.540001,26.670000,14.599235,16393400
2021-11-05,26.990000,27.260000,26.580000,26.690001,14.610184,17509000
2021-11-08,26.580000,27.590000,26.559999,27.129999,14.851042,18249300
2021-11-09,27.110001,27.920000,27.110001,27.549999,15.080950,16727500
2021-11-10,27.400000,27.879999,27.120001,27.320000,14.955049,15039700
2021-11-11,27.730000,27.730000,27.190001,27.320000,14.955049,10208400
2021-11-12,27.219999,27.850000,26.920000,27.820000,15.228747,12622800
2021-11-16,28.160000,28.500000,27.580000,28.240000,15.458657,13741500
2021-11-17,28.290001,28.379999,27.490000,27.590000,15.102848,15206200
2021-11-18,27.660000,27.809999,27.030001,27.570000,15.091899,18571600
2021-11-19,27.190001,27.379999,26.760000,27.190001,14.883885,14335200
2021-11-22,27.430000,28.200001,27.320000,27.440001,15.020736,15649900
2021-11-23,27.600000,28.889999,27.549999,28.730000,15.726886,19705200
2021-11-24,28.520000,29.290001,28.400000,29.290001,16.033430,50040000
2021-11-25,29.700001,30.700001,29.500000,30.500000,16.695789,13080500
2021-11-26,29.350000,29.910000,28.730000,29.170000,15.967743,30868900
2021-11-29,30.010000,30.520000,29.410000,30.160000,16.509670,16259300
2021-11-30,30.000000,30.280001,29.559999,30.139999,16.498720,38459400
2021-12-01,30.459999,31.260000,30.320000,30.350000,16.613680,25686900
2021-12-02,27.730000,29.600000,26.900000,29.520000,18.097588,49179200
2021-12-03,29.469999,30.129999,29.260000,30.070000,18.434771,32302000
2021-12-06,30.080000,30.700001,30.080000,30.350000,18.606430,20230300
2021-12-07,30.709999,31.330000,30.480000,31.190001,19.121401,33244600
2021-12-08,31.290001,31.930000,31.080000,31.080000,19.053965,22771400
2021-12-09,30.750000,31.280001,30.400000,31.080000,19.053965,12741700
2021-12-10,31.280001,32.020000,31.280001,31.490000,19.305319,9888400
2021-12-13,31.400000,31.920000,31.040001,31.459999,19.286924,20982700
2021-12-14,31.799999,31.799999,30.930000,31.020000,19.017181,13373800
2021-12-15,30.969999,31.090000,30.450001,30.920000,18.955875,18062800
2021-12-16,31.200001,32.040001,31.120001,31.559999,19.348232,26042200
2021-12-17,31.190001,31.490000,30.570000,30.790001,18.876175,24320600
2021-12-20,29.930000,30.400000,29.440001,30.200001,18.514469,28386300
2021-12-21,30.510000,30.830000,30.280001,30.340000,18.600298,10847300
2021-12-22,30.360001,30.500000,30.000000,30.219999,18.526730,10066300
2021-12-23,30.350000,30.680000,30.180000,30.440001,18.661604,6243500
2021-12-27,30.440001,31.230000,30.240000,31.040001,19.029442,17868100
2021-12-28,31.260000,31.469999,31.000000,31.059999,19.041702,8078000
2021-12-29,31.010000,31.340000,30.750000,30.950001,18.974266,11460950
2021-12-30,30.950001,31.129999,30.549999,30.700001,18.821001,34157000
2022-01-03,30.840000,31.670000,30.760000,31.520000,19.323711,15578500
2022-01-04,31.570000,32.189999,31.280001,31.920000,19.568935,17337100
2022-01-05,32.000000,32.060001,30.559999,30.610001,18.765823,29552100
2022-01-06,30.740000,31.430000,30.459999,30.580000,18.747433,30193600
2022-01-07,30.760000,30.990000,30.530001,30.830000,18.900698,16889100
2022-01-10,30.700001,31.059999,30.389999,30.719999,18.833260,17334600
2022-01-11,30.850000,32.090000,30.650000,31.990000,19.611849,30661100
2022-01-12,32.180000,33.250000,32.150002,33.049999,20.261696,25548000
2022-01-13,32.849998,34.450001,32.830002,33.849998,20.752144,32479700
2022-01-14,34.070000,34.740002,33.619999,34.560001,21.187420,28261000
2022-01-17,34.419998,34.939999,34.270000,34.450001,21.119982,7079200
2022-01-18,34.529999,34.930000,33.810001,34.570000,21.193548,14950100
2022-01-19,34.810001,35.150002,34.250000,34.250000,20.997370,19605900
2022-01-20,34.500000,34.840000,34.020000,34.470001,21.132244,18238900
2022-01-21,34.250000,34.820000,34.189999,34.590000,21.205811,16277600
2022-01-24,34.450001,35.080002,33.369999,34.650002,21.242596,25099100
2022-01-25,34.380001,36.020000,34.119999,35.799999,21.947615,21039200
2022-01-26,36.000000,37.400002,36.000000,36.849998,22.591330,22400800
2022-01-27,37.169998,37.660000,36.560001,36.990002,22.677158,27254700
2022-01-28,36.849998,37.799999,35.470001,35.889999,22.002790,24342500
2022-01-31,36.049999,36.169998,35.029999,35.270000,21.622692,22445000
2022-02-01,35.160000,36.459999,34.730000,36.310001,22.260279,19064200
2022-02-02,36.610001,36.619999,35.400002,35.660000,21.861786,11735200
2022-02-03,35.470001,35.480000,34.680000,35.279999,21.628822,16656900
2022-02-04,35.509998,36.580002,35.130001,35.910000,22.015053,25527800
2022-02-07,35.860001,35.950001,35.330002,35.480000,21.751434,20018000
2022-02-08,35.230000,35.299999,34.419998,34.970001,21.438774,16102100
2022-02-09,35.029999,35.900002,34.730000,35.000000,21.457165,10506700
2022-02-10,35.189999,36.099998,35.049999,35.599998,21.825003,14021700
2022-02-11,35.820000,37.259998,35.580002,37.200001,22.805904,26448100
2022-02-14,37.200001,37.389999,36.000000,36.240002,22.217363,13473300
2022-02-15,36.000000,36.049999,34.939999,35.490002,21.757568,14294900
2022-02-16,35.750000,37.060001,35.750000,36.270000,22.235754,18446000
2022-02-17,36.139999,36.580002,35.790001,36.099998,22.131533,10212000
2022-02-18,35.900002,36.180000,35.360001,35.869999,21.990530,14031600
2022-02-21,35.880001,37.080002,35.880001,36.840000,22.585199,6224000
2022-02-22,37.220001,37.639999,35.799999,36.270000,22.235754,21847400
2022-02-23,36.470001,36.799999,36.040001,36.279999,22.241884,19561500
2022-02-24,37.000000,37.650002,34.939999,35.709999,21.892441,23081700
2022-02-25,35.599998,36.480000,35.209999,36.369999,22.297060,20527100
2022-03-02,37.970001,38.080002,37.150002,37.520000,23.002081,16218600
2022-03-03,37.590000,37.889999,36.709999,37.220001,22.818165,15435300
2022-03-04,37.150002,37.599998,36.290001,36.970001,22.664898,18097200
2022-03-07,37.400002,37.500000,33.759998,34.139999,20.929934,31859200
2022-03-08,34.320000,35.540001,33.540001,34.689999,21.267117,37221100
2022-03-09,34.889999,35.119999,33.930000,34.680000,21.260986,18729100
2022-03-10,36.189999,36.560001,34.799999,35.650002,21.855658,26817700
2022-03-11,35.740002,36.130001,34.599998,34.810001,21.340685,24275700
2022-03-14,34.810001,35.150002,33.730000,34.369999,21.070936,20240500
